Epoch,Loss,TrainingError,TestingError,PhatBar_1,PhatBar_2,PhatBar_3,PhatBar_4,PhatBar_5,PhatBar_6,PhatBar_7,PhatBar_8,PhatBar_9,PhatBar_10,S,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10
7883,23.00493,0.13679248,0.33583492,0.49491152,0.4998777,0.5000119,0.3845678,0.4999681,0.5931026,0.50021803,0.50000006,0.5015883,0.5014384,521,96,109,16,13,14,102,68,2,26,75
7884,23.004986,0.13679248,0.33583492,0.49491486,0.5002304,0.499981,0.3845665,0.4999698,0.59278834,0.50029993,0.50000006,0.5015877,0.5014354,521,96,109,16,13,14,102,68,2,26,75
7885,23.004921,0.13679248,0.33583492,0.49491593,0.4998786,0.50001174,0.38456792,0.49996802,0.59310204,0.50021774,0.50000006,0.50157934,0.5014376,521,96,109,16,13,14,102,68,2,26,75
7886,23.00498,0.13679248,0.33583492,0.49491367,0.50022906,0.4999805,0.38456684,0.49996582,0.59279084,0.50029826,0.50000006,0.5015725,0.50144106,521,96,109,16,13,14,102,68,2,26,75
7887,23.004915,0.13679248,0.33583492,0.49491498,0.499879,0.50001144,0.38456792,0.49997076,0.5931001,0.50021833,0.50000006,0.50159085,0.5014328,521,96,109,16,13,14,102,68,2,26,75
7888,23.004974,0.13679248,0.33583492,0.49491787,0.50022787,0.49998075,0.38456658,0.49996802,0.5927917,0.50029796,0.50000006,0.501576,0.5014364,521,96,109,16,13,14,102,68,2,26,75
7889,23.004908,0.13679248,0.33583492,0.4949093,0.49988055,0.5000124,0.38456774,0.49996904,0.5931004,0.5002175,0.50000006,0.5015907,0.50143653,521,96,109,16,13,14,102,68,2,26,75
7890,23.004967,0.13679248,0.33583492,0.494917,0.5002268,0.49998027,0.38456675,0.49996805,0.59279186,0.5002979,0.5,0.5015852,0.5014326,521,96,109,16,13,14,102,68,2,26,75
7891,23.004902,0.13679248,0.33583492,0.49491635,0.49988088,0.5000117,0.38456792,0.49996656,0.59310037,0.5002173,0.5,0.501573,0.501438,521,96,109,16,13,14,102,68,2,26,75
7892,23.004955,0.13679248,0.33583492,0.49491253,0.5002258,0.49998102,0.38456678,0.4999695,0.5927916,0.5002979,0.5,0.50159234,0.5014317,521,96,109,16,13,14,102,68,2,26,75
7893,23.00489,0.13679248,0.33583492,0.49491557,0.49988133,0.50001156,0.3845678,0.49996862,0.5931013,0.5002161,0.5,0.5015787,0.50143534,521,96,109,16,13,14,102,68,2,26,75
7894,23.004953,0.13679248,0.33583492,0.49491557,0.50022537,0.49998158,0.38456652,0.49996904,0.59279203,0.50029755,0.5,0.5015886,0.5014317,521,96,109,16,13,14,102,68,2,26,75
7895,23.004883,0.13679248,0.33583492,0.4949112,0.4998823,0.5000113,0.38456792,0.4999673,0.5931007,0.50021595,0.5,0.5015887,0.50143343,521,96,109,16,13,14,102,68,2,26,75
7896,23.004948,0.13679248,0.33583492,0.49491742,0.500224,0.49998075,0.3845668,0.4999668,0.59279275,0.5002972,0.5,0.5015732,0.50143504,521,96,109,16,13,14,102,68,2,26,75
7897,23.004875,0.13679248,0.33583492,0.4949157,0.49988267,0.5000114,0.3845678,0.4999702,0.5931005,0.50021553,0.5,0.5015806,0.5014318,521,96,109,16,13,14,102,68,2,26,75
7898,23.004936,0.13679248,0.33583492,0.494913,0.5002229,0.49998122,0.38456663,0.49996755,0.59279346,0.5002969,0.5,0.5015916,0.501429,521,96,109,16,13,14,102,68,2,26,75
7899,23.004871,0.13679248,0.33583492,0.49491325,0.49988413,0.5000118,0.38456774,0.49996996,0.59309965,0.50021553,0.5,0.5015792,0.5014342,521,96,109,16,13,14,102,68,2,26,75
7900,23.004929,0.13679248,0.33583492,0.49491742,0.5002221,0.49998108,0.3845668,0.49996743,0.592795,0.5002958,0.5,0.5015887,0.501428,521,96,109,16,13,14,102,68,2,26,75
7901,23.004864,0.13679248,0.33583492,0.49491167,0.49988443,0.50001115,0.38456792,0.49996606,0.5930988,0.50021595,0.5,0.5015744,0.5014371,521,96,109,16,13,14,102,68,2,26,75
7902,23.004921,0.13679248,0.33583492,0.49491635,0.50022066,0.49998164,0.3845668,0.49997053,0.59279567,0.5002957,0.5,0.50158346,0.5014283,521,96,109,16,13,14,102,68,2,26,75
7903,23.004852,0.13679248,0.33583492,0.49491608,0.49988502,0.50001097,0.38456774,0.49996832,0.59309846,0.5002154,0.5,0.50158936,0.501427,521,96,109,16,13,14,102,68,2,26,75
7904,23.004917,0.13679248,0.33583492,0.4949118,0.50021994,0.49998182,0.38456672,0.4999707,0.5927963,0.50029534,0.5,0.5015808,0.50143176,521,96,109,16,13,14,102,68,2,26,75
7905,23.004848,0.13679248,0.33583492,0.49491405,0.49988633,0.50001115,0.3845679,0.49996758,0.59309834,0.5002149,0.5,0.50159,0.5014281,521,96,109,16,13,14,102,68,2,26,75
7906,23.00491,0.13679248,0.33583492,0.49491617,0.5002191,0.49998167,0.3845668,0.49997067,0.59279746,0.5002946,0.5,0.5015841,0.50142765,521,96,109,16,13,14,102,68,2,26,75
7907,23.004847,0.13679248,0.33583492,0.49491096,0.4998864,0.50001067,0.38456804,0.49996835,0.59309745,0.50021505,0.5,0.501576,0.501434,521,96,109,16,13,14,102,68,2,26,75
7908,23.004902,0.13679248,0.33583492,0.49491724,0.50021815,0.4999812,0.3845668,0.49996755,0.5927984,0.50029415,0.5,0.50157505,0.50142884,521,96,109,16,13,14,102,68,2,26,75
7909,23.004837,0.13679248,0.33583492,0.49491516,0.49988684,0.5000113,0.38456792,0.4999707,0.593097,0.50021476,0.5,0.501584,0.50142705,521,96,109,16,13,14,102,68,2,26,75
7910,23.004896,0.13679248,0.33583492,0.4949176,0.50021726,0.4999816,0.38456672,0.49996766,0.5927996,0.5002935,0.5,0.5015709,0.50143045,521,96,109,16,13,14,102,68,2,26,75
7911,23.00483,0.13679248,0.33583492,0.4949096,0.49988842,0.5000118,0.3845679,0.49996996,0.59309596,0.50021505,0.5,0.50158954,0.5014277,521,96,109,16,13,14,102,68,2,26,75
7912,23.004887,0.13679248,0.33583492,0.49491605,0.50021636,0.49998152,0.3845669,0.49996787,0.59280056,0.50029296,0.5,0.5015755,0.50142944,521,96,109,16,13,14,102,68,2,26,75
7913,23.004826,0.13679248,0.33583492,0.4949144,0.4998883,0.50001127,0.384568,0.49997118,0.5930956,0.50021446,0.5,0.5015764,0.5014289,521,96,109,16,13,14,102,68,2,26,75
7914,23.004879,0.13679248,0.33583492,0.4949123,0.50021553,0.49998167,0.384567,0.49996826,0.59280115,0.50029266,0.5,0.50158745,0.5014256,521,96,109,16,13,14,102,68,2,26,75
7915,23.004818,0.13679248,0.33583492,0.49491394,0.49988872,0.5000106,0.384568,0.49997264,0.59309494,0.5002146,0.5,0.5015751,0.5014292,521,96,109,16,13,14,102,68,2,26,75
7916,23.004873,0.13679248,0.33583492,0.49491525,0.5002155,0.49998215,0.3845668,0.49996743,0.59280306,0.50029147,0.5,0.50157917,0.50142586,521,96,109,16,13,14,102,68,2,26,75
7917,23.00481,0.13679248,0.33583492,0.49491128,0.49988985,0.5000102,0.38456815,0.4999663,0.59309363,0.500215,0.5,0.5015784,0.50143033,521,96,109,16,13,14,102,68,2,26,75
7918,23.004868,0.13679248,0.33583492,0.4949155,0.50021356,0.4999821,0.38456708,0.4999706,0.5928042,0.50029075,0.5,0.50158083,0.5014245,521,96,109,16,13,14,102,68,2,26,75
7919,23.004805,0.13679248,0.33583492,0.49491557,0.49989018,0.5000105,0.38456792,0.49996853,0.59309345,0.50021416,0.5,0.5015863,0.501423,521,96,109,16,13,14,102,68,2,26,75
7920,23.00486,0.13679248,0.33583492,0.49491128,0.5002127,0.49998242,0.38456684,0.4999711,0.59280497,0.50029105,0.5,0.50157696,0.5014282,521,96,109,16,13,14,102,68,2,26,75
7921,23.004799,0.13679248,0.33583492,0.4949135,0.49989146,0.50001085,0.38456815,0.49996796,0.5930926,0.50021404,0.5,0.5015841,0.50142366,521,96,109,16,13,14,102,68,2,26,75
7922,23.004852,0.13679248,0.33583492,0.494917,0.50021213,0.499982,0.384567,0.49996614,0.5928065,0.5002896,0.5,0.50158745,0.5014203,521,96,109,16,13,14,102,68,2,26,75
7923,23.004793,0.13679248,0.33583492,0.49491024,0.49989134,0.5000107,0.3845681,0.49996993,0.5930917,0.50021464,0.5,0.50157875,0.50142735,521,96,109,16,13,14,102,68,2,26,75
7924,23.004845,0.13679248,0.33583492,0.49491635,0.5002111,0.49998197,0.3845671,0.49996868,0.59280753,0.5002892,0.5,0.50157934,0.50142175,521,96,109,16,13,14,102,68,2,26,75
7925,23.004791,0.13679248,0.33583492,0.49491474,0.49989182,0.5000105,0.38456795,0.49997163,0.59309125,0.5002143,0.5,0.50157464,0.50142616,521,96,109,16,13,14,102,68,2,26,75
7926,23.004839,0.13679248,0.33583492,0.4949119,0.50021034,0.49998242,0.38456684,0.49996847,0.59280825,0.50028867,0.5,0.50158525,0.5014217,521,96,109,16,13,14,102,68,2,26,75
7927,23.004784,0.13679248,0.33583492,0.49491262,0.49989313,0.5000107,0.3845679,0.49997082,0.59309065,0.5002141,0.5,0.5015809,0.5014227,521,96,109,16,13,14,102,68,2,26,75
7928,23.004833,0.13679248,0.33583492,0.49491623,0.5002097,0.4999823,0.38456696,0.49996823,0.59280896,0.50028837,0.5,0.5015773,0.5014229,521,96,109,16,13,14,102,68,2,26,75
7929,23.004776,0.13679248,0.33583492,0.4949108,0.49989352,0.50001025,0.38456792,0.49996668,0.5930907,0.50021356,0.5,0.5015823,0.50142324,521,96,109,16,13,14,102,68,2,26,75
7930,23.004826,0.13679248,0.33583492,0.4949154,0.5002085,0.4999825,0.38456696,0.49997115,0.5928106,0.5002875,0.5,0.5015872,0.5014178,521,96,109,16,13,14,102,68,2,26,75
7931,23.00477,0.13679248,0.33583492,0.49491552,0.49989367,0.5000104,0.38456804,0.49996847,0.59309,0.50021374,0.5,0.5015751,0.5014229,521,96,109,16,13,14,102,68,2,26,75
7932,23.004822,0.13679248,0.33583492,0.4949096,0.50020856,0.49998325,0.3845669,0.49996924,0.59281063,0.5002872,0.5,0.5015786,0.5014236,521,96,109,16,13,14,102,68,2,26,75
7933,23.004765,0.13679248,0.33583492,0.49491453,0.49989426,0.50001,0.3845682,0.49996862,0.5930902,0.50021315,0.5,0.501583,0.50141984,521,96,109,16,13,14,102,68,2,26,75
7934,23.004818,0.13679248,0.33583492,0.49491683,0.50020736,0.49998242,0.38456705,0.4999669,0.5928109,0.50028723,0.5,0.50157285,0.5014217,521,96,109,16,13,14,102,68,2,26,75
7935,23.004759,0.13679248,0.33583492,0.4949101,0.49989477,0.50001013,0.38456807,0.49997038,0.5930896,0.5002132,0.5,0.5015801,0.50142133,521,96,109,16,13,14,102,68,2,26,75
7936,23.00481,0.13679248,0.33583492,0.49491596,0.50020623,0.4999827,0.38456696,0.49996877,0.59281206,0.50028634,0.5,0.5015778,0.5014195,521,96,109,16,13,14,102,68,2,26,75
7937,23.004753,0.13679248,0.33583492,0.4949131,0.49989605,0.5000106,0.3845679,0.49996993,0.5930898,0.50021255,0.5,0.5015792,0.50142044,521,96,109,16,13,14,102,68,2,26,75
7938,23.004807,0.13679248,0.33583492,0.49491635,0.50020564,0.49998266,0.38456714,0.49996758,0.59281224,0.50028616,0.5,0.5015827,0.50141716,521,96,109,16,13,14,102,68,2,26,75
7939,23.004745,0.13679248,0.33583492,0.4949104,0.49989584,0.5000103,0.38456807,0.4999719,0.59308976,0.50021225,0.5,0.50157374,0.50142324,521,96,109,16,13,14,102,68,2,26,75
7940,23.004795,0.13679248,0.33583492,0.49491516,0.5002047,0.49998266,0.3845671,0.49996942,0.592813,0.5002857,0.5,0.501583,0.5014152,521,96,109,16,13,14,102,68,2,26,75
7941,23.004742,0.13679248,0.33583492,0.4949154,0.4998966,0.5000099,0.38456807,0.49996737,0.5930891,0.50021243,0.5,0.50157547,0.5014199,521,96,109,16,13,14,102,68,2,26,75
7942,23.00479,0.13679248,0.33583492,0.4949096,0.5002047,0.49998358,0.38456705,0.49996847,0.59281397,0.50028515,0.5,0.5015792,0.5014203,521,96,109,16,13,14,102,68,2,26,75
7943,23.004734,0.13679248,0.33583492,0.49491453,0.499897,0.50000954,0.38456815,0.49996802,0.5930887,0.5002121,0.5,0.5015785,0.50141716,521,96,109,16,13,14,102,68,2,26,75
7944,23.004786,0.13679248,0.33583492,0.49491492,0.50020325,0.4999833,0.38456714,0.49997106,0.59281576,0.5002842,0.5,0.5015726,0.50141925,521,96,109,16,13,14,102,68,2,26,75
7945,23.004726,0.13679248,0.33583492,0.49491072,0.49989742,0.5000094,0.38456827,0.4999688,0.5930877,0.5002124,0.5,0.5015858,0.5014159,521,96,109,16,13,14,102,68,2,26,75
7946,23.00478,0.13679248,0.33583492,0.49491417,0.5002023,0.49998313,0.3845671,0.49997255,0.5928165,0.5002839,0.5,0.50157946,0.50141406,521,96,109,16,13,14,102,68,2,26,75
7947,23.004723,0.13679248,0.33583492,0.49491486,0.49989802,0.5000098,0.38456807,0.49996975,0.59308726,0.5002121,0.5,0.5015765,0.50141686,521,96,109,16,13,14,102,68,2,26,75
7948,23.004774,0.13679248,0.33583492,0.49490893,0.5002025,0.49998373,0.38456696,0.4999702,0.59281737,0.50028324,0.5,0.501582,0.5014168,521,96,109,16,13,14,102,68,2,26,75
7949,23.004719,0.13679248,0.33583492,0.4949139,0.4998985,0.5000096,0.3845681,0.49996954,0.5930871,0.50021195,0.5,0.5015851,0.5014135,521,96,109,16,13,14,102,68,2,26,75
7950,23.00477,0.13679248,0.33583492,0.49491605,0.5002011,0.49998313,0.38456723,0.4999674,0.5928181,0.5002828,0.5,0.50157243,0.5014164,521,96,109,16,13,14,102,68,2,26,75
7951,23.004713,0.13679248,0.33583492,0.49490976,0.49989894,0.50000983,0.38456815,0.49997085,0.5930869,0.50021124,0.5,0.50157785,0.501417,521,96,109,16,13,14,102,68,2,26,75
7952,23.004765,0.13679248,0.33583492,0.49491537,0.5002001,0.49998307,0.38456708,0.4999692,0.59281886,0.5002825,0.5,0.5015715,0.5014166,521,96,109,16,13,14,102,68,2,26,75
7953,23.004707,0.13679248,0.33583492,0.49491274,0.49990013,0.50001,0.38456815,0.4999703,0.5930862,0.50021154,0.5,0.5015799,0.5014145,521,96,109,16,13,14,102,68,2,26,75
7954,23.004755,0.13679248,0.33583492,0.49491096,0.5001997,0.49998328,0.3845672,0.49996802,0.5928197,0.50028193,0.5,0.50157887,0.5014143,521,96,109,16,13,14,102,68,2,26,75
7955,23.004702,0.13679248,0.33583492,0.49491474,0.49990016,0.50000924,0.38456818,0.49996772,0.5930863,0.50021124,0.5,0.5015761,0.50141454,521,96,109,16,13,14,102,68,2,26,75
7956,23.004753,0.13679248,0.33583492,0.49491498,0.50019866,0.4999836,0.3845671,0.49997082,0.5928201,0.50028163,0.5,0.5015784,0.5014114,521,96,109,16,13,14,102,68,2,26,75
7957,23.004696,0.13679248,0.33583492,0.4949104,0.49990043,0.5000098,0.3845682,0.4999686,0.5930859,0.500211,0.5,0.50158626,0.50141186,521,96,109,16,13,14,102,68,2,26,75
7958,23.004747,0.13679248,0.33583492,0.49491283,0.5001986,0.4999841,0.38456714,0.4999704,0.5928211,0.5002811,0.5,0.50157225,0.5014154,521,96,109,16,13,14,102,68,2,26,75
7959,23.00469,0.13679248,0.33583492,0.49491468,0.499901,0.5000095,0.3845682,0.49996868,0.5930856,0.5002108,0.5,0.5015806,0.50141054,521,96,109,16,13,14,102,68,2,26,75
7960,23.004742,0.13679248,0.33583492,0.49491134,0.50019765,0.49998367,0.3845671,0.49996677,0.5928221,0.5002805,0.5,0.50157666,0.5014143,521,96,109,16,13,14,102,68,2,26,75
7961,23.004688,0.13679248,0.33583492,0.4949136,0.49990124,0.5000096,0.3845681,0.49997145,0.5930853,0.5002103,0.5,0.5015782,0.50141126,521,96,109,16,13,14,102,68,2,26,75
7962,23.004734,0.13584906,0.33583492,0.49491575,0.50019664,0.49998343,0.38456708,0.49996856,0.5928227,0.5002803,0.5,0.5015758,0.5014094,521,96,109,16,13,14,102,68,2,26,75
7963,23.00468,0.13584906,0.33583492,0.49490818,0.49990258,0.5000099,0.384568,0.49996972,0.59308505,0.5002103,0.5,0.5015744,0.5014165,521,96,109,16,13,14,102,68,2,26,75
7964,23.004728,0.13584906,0.33583492,0.49491465,0.5001961,0.49998337,0.38456726,0.4999688,0.59282357,0.5002796,0.5,0.50158465,0.5014066,521,96,109,16,13,14,102,68,2,26,75
7965,23.004677,0.13584906,0.33583492,0.49491498,0.49990255,0.5000094,0.38456815,0.4999673,0.5930849,0.5002103,0.5,0.5015769,0.5014091,521,96,109,16,13,14,102,68,2,26,75
7966,23.004726,0.13584906,0.33583492,0.4949104,0.50019526,0.4999839,0.3845671,0.49997038,0.59282416,0.50027895,0.5,0.5015775,0.5014115,521,96,109,16,13,14,102,68,2,26,75
7967,23.00467,0.13584906,0.33583492,0.49491426,0.4999026,0.5000091,0.38456818,0.4999692,0.5930845,0.5002099,0.5,0.5015797,0.5014078,521,96,109,16,13,14,102,68,2,26,75
7968,23.004719,0.13584906,0.33583492,0.4949132,0.5001953,0.4999845,0.38456708,0.49996996,0.5928252,0.50027865,0.5,0.5015825,0.5014072,521,96,109,16,13,14,102,68,2,26,75
7969,23.004665,0.13584906,0.33583492,0.49490997,0.4999034,0.5000091,0.38456818,0.49996823,0.59308434,0.5002097,0.5,0.501575,0.50141275,521,96,109,16,13,14,102,68,2,26,75
7970,23.004711,0.13584906,0.33583492,0.494915,0.50019395,0.4999838,0.38456726,0.49996763,0.5928259,0.50027823,0.5,0.50158024,0.50140536,521,96,109,16,13,14,102,68,2,26,75
7971,23.00466,0.13584906,0.33583492,0.49491414,0.49990356,0.5000091,0.3845682,0.4999711,0.5930843,0.50020915,0.5,0.5015751,0.5014095,521,96,109,16,13,14,102,68,2,26,75
7972,23.00471,0.13584906,0.33583492,0.49491572,0.5001933,0.4999841,0.38456714,0.49996832,0.59282625,0.50027806,0.5,0.5015757,0.5014066,521,96,109,16,13,14,102,68,2,26,75
7973,23.004656,0.13584906,0.33583492,0.4949088,0.4999048,0.50000966,0.38456807,0.49997053,0.59308404,0.5002091,0.5,0.5015747,0.50141025,521,96,109,16,13,14,102,68,2,26,75
7974,23.004704,0.13584906,0.33583492,0.49491414,0.50019264,0.49998373,0.38456732,0.49996838,0.592827,0.5002777,0.5,0.5015724,0.5014091,521,96,109,16,13,14,102,68,2,26,75
7975,23.00465,0.13584906,0.33583492,0.4949132,0.49990457,0.5000093,0.38456818,0.49997157,0.5930838,0.50020903,0.5,0.5015749,0.50140774,521,96,109,16,13,14,102,68,2,26,75
7976,23.0047,0.13584906,0.33583492,0.49491063,0.5001919,0.4999841,0.38456738,0.499969,0.5928279,0.5002771,0.5,0.5015826,0.5014057,521,96,109,16,13,14,102,68,2,26,75
7977,23.004646,0.13584906,0.33583492,0.49491262,0.49990466,0.50000924,0.38456833,0.49997315,0.5930835,0.5002089,0.5,0.5015703,0.50140935,521,96,109,16,13,14,102,68,2,26,75
7978,23.004692,0.13584906,0.33583492,0.4949148,0.5001913,0.499984,0.38456732,0.49996987,0.5928282,0.5002764,0.5,0.5015772,0.5014035,521,96,109,16,13,14,102,68,2,26,75
7979,23.00464,0.13584906,0.33583492,0.4949089,0.49990636,0.5000096,0.3845682,0.49996623,0.5930848,0.5002079,0.5,0.50156325,0.50141364,521,96,109,16,13,14,102,68,2,26,75
7980,23.00469,0.13584906,0.33583492,0.49491343,0.5001906,0.49998432,0.3845674,0.4999711,0.5928278,0.5002768,0.5,0.50157875,0.50140387,521,96,109,16,13,14,102,68,2,26,75
7981,23.004635,0.13584906,0.33583492,0.49491438,0.49990582,0.5000084,0.38456818,0.499969,0.593085,0.5002074,0.5,0.50157505,0.5014047,521,96,109,16,13,14,102,68,2,26,75
7982,23.004688,0.13584906,0.33583492,0.4949096,0.50019,0.49998447,0.38456732,0.49997154,0.5928281,0.50027686,0.5,0.50157315,0.50140816,521,96,109,16,13,14,102,68,2,26,75
7983,23.00463,0.13584906,0.33583492,0.49491355,0.49990603,0.50000876,0.38456824,0.4999703,0.5930846,0.50020707,0.5,0.5015822,0.5014013,521,96,109,16,13,14,102,68,2,26,75
7984,23.004677,0.13584906,0.33583492,0.4949124,0.5001901,0.49998498,0.38456726,0.4999706,0.5928305,0.50027543,0.5,0.5015747,0.50140387,521,96,109,16,13,14,102,68,2,26,75
7985,23.004625,0.13584906,0.33583492,0.49490952,0.4999067,0.500009,0.38456842,0.49996883,0.59308285,0.5002079,0.5,0.5015767,0.5014066,521,96,109,16,13,14,102,68,2,26,75
7986,23.004671,0.13584906,0.33583492,0.49491444,0.500189,0.49998403,0.38456738,0.4999682,0.5928311,0.5002751,0.5,0.5015791,0.50140053,521,96,109,16,13,14,102,68,2,26,75
7987,23.00462,0.13584906,0.33583492,0.49491343,0.4999067,0.5000093,0.38456836,0.49997148,0.5930842,0.5002067,0.5,0.5015701,0.501404,521,96,109,16,13,14,102,68,2,26,75
7988,23.00467,0.13584906,0.33583492,0.4949105,0.5001883,0.49998426,0.38456732,0.49996877,0.59283024,0.50027525,0.5,0.501576,0.50140405,521,96,109,16,13,14,102,68,2,26,75
7989,23.004616,0.13584906,0.33583492,0.4949114,0.4999079,0.5000092,0.38456824,0.49997118,0.59308404,0.5002064,0.5,0.50157994,0.50140136,521,96,109,16,13,14,102,68,2,26,75
7990,23.004663,0.13584906,0.33583492,0.4949145,0.50018775,0.49998432,0.3845674,0.49996883,0.5928325,0.5002742,0.5,0.5015638,0.5014055,521,96,109,16,13,14,102,68,2,26,75
7991,23.004612,0.13584906,0.33583492,0.49491024,0.49990785,0.50000834,0.3845684,0.49996734,0.59308237,0.5002072,0.5,0.5015812,0.5014019,521,96,109,16,13,14,102,68,2,26,75
7992,23.004658,0.13584906,0.33583492,0.4949133,0.500187,0.49998462,0.38456726,0.4999716,0.5928331,0.5002737,0.5,0.5015763,0.50139934,521,96,109,16,13,14,102,68,2,26,75
7993,23.004606,0.13584906,0.33583492,0.49491438,0.49990803,0.50000864,0.38456827,0.49996927,0.5930838,0.50020605,0.5,0.501572,0.50140256,521,96,109,16,13,14,102,68,2,26,75
7994,23.004654,0.13584906,0.33583492,0.4949081,0.500187,0.4999853,0.38456738,0.49996996,0.5928325,0.50027376,0.5,0.50157726,0.50140256,521,96,109,16,13,14,102,68,2,26,75
7995,23.004604,0.13584906,0.33583492,0.49491334,0.49990848,0.50000846,0.38456842,0.49996927,0.59308344,0.50020605,0.5,0.50157243,0.5014011,521,96,109,16,13,14,102,68,2,26,75
7996,23.00465,0.13584906,0.33583492,0.49491477,0.50018597,0.49998474,0.3845674,0.4999675,0.5928347,0.500273,0.5,0.50157034,0.50140136,521,96,109,16,13,14,102,68,2,26,75
7997,23.004597,0.13584906,0.33677298,0.49490914,0.4999087,0.5000089,0.38456842,0.49997076,0.5930818,0.5002065,0.5,0.50158125,0.50139934,521,96,109,16,13,14,102,68,2,26,75
7998,23.004646,0.13584906,0.33583492,0.49491403,0.5001852,0.49998447,0.38456738,0.49996942,0.5928362,0.5002718,0.5,0.50156283,0.50140256,521,96,109,16,13,14,102,68,2,26,75
7999,23.004593,0.13584906,0.33677298,0.494912,0.4999097,0.50000906,0.3845682,0.4999705,0.59308153,0.5002064,0.5,0.50157696,0.5013997,521,96,109,16,13,14,102,68,2,26,75
8000,26.394821,0.13679248,0.3377111,0.49108672,0.5144535,0.5078893,0.3542161,0.4987855,0.5969217,0.49584028,0.49988508,0.4968513,0.50785315,533,102,113,17,12,14,102,70,2,26,75
8001,25.615362,0.13867927,0.3377111,0.49299133,0.5151635,0.50575674,0.34644064,0.5015457,0.5969752,0.4971139,0.5000846,0.49769014,0.50590426,533,102,113,17,12,14,102,70,2,26,75
8002,25.108147,0.13773584,0.3377111,0.49322382,0.5137073,0.5044374,0.34499395,0.50336593,0.59798545,0.49647516,0.4999362,0.49858877,0.5048083,533,102,113,17,12,14,102,70,2,26,75
8003,24.67474,0.13679248,0.3377111,0.49470648,0.5117138,0.50327456,0.34280193,0.504517,0.59687364,0.49614796,0.50004864,0.4992205,0.50406104,533,102,113,17,12,14,102,70,2,26,75
8004,24.685062,0.13773584,0.34052533,0.49544322,0.51282024,0.5026898,0.34042788,0.50511867,0.59559417,0.49636322,0.49996388,0.49979073,0.5036547,533,102,113,17,12,14,102,70,2,26,75
8005,24.411524,0.13773584,0.34052533,0.49609885,0.5050039,0.50232136,0.33828542,0.50549895,0.5977067,0.4975473,0.5000274,0.50028414,0.50338763,533,102,113,17,12,14,102,70,2,26,75
8006,25.116262,0.13773584,0.33958727,0.4937876,0.51948786,0.5020895,0.3367221,0.5055072,0.5923391,0.4970757,0.49997982,0.5006777,0.5033446,533,102,113,17,12,14,102,70,2,26,75
8007,24.726303,0.13867927,0.34052533,0.49767625,0.48845682,0.5017879,0.33656636,0.5052311,0.6032181,0.4981338,0.5000151,0.5010209,0.50300026,533,102,113,17,12,14,102,70,2,26,75
8008,27.285,0.13679248,0.33864915,0.48989472,0.5382562,0.5017171,0.33448946,0.50498515,0.5859162,0.49659583,0.49998996,0.50130504,0.5033312,533,102,113,17,12,14,102,70,2,26,75
8009,26.894445,0.13867927,0.3414634,0.5014545,0.46593556,0.5014363,0.3360977,0.50443757,0.61017406,0.49802497,0.5000064,0.5015471,0.50255466,533,102,113,17,12,14,102,70,2,26,75
8010,24.949308,0.13773584,0.33958727,0.490155,0.5228385,0.5014002,0.33393192,0.5043989,0.59188074,0.4968253,0.4999966,0.50174934,0.50326025,533,102,113,17,12,14,102,70,2,26,75
8011,24.43871,0.13867927,0.34052533,0.49649662,0.49475282,0.5014349,0.33474076,0.5038958,0.6019905,0.49782246,0.5000002,0.5019206,0.5027879,533,102,113,17,12,14,102,70,2,26,75
8012,26.34105,0.13773584,0.34052533,0.4913455,0.5306237,0.50107336,0.33334544,0.5036145,0.5883609,0.49771973,0.5000018,0.50206286,0.5029854,533,102,113,17,12,14,102,70,2,26,75
8013,25.28241,0.13867927,0.34052533,0.4991003,0.47960213,0.5009808,0.33488572,0.50318533,0.60612684,0.4979867,0.49999717,0.50218076,0.50245506,533,102,113,17,12,14,102,70,2,26,75
8014,26.240944,0.13867927,0.33958727,0.49073032,0.53095484,0.500943,0.33307296,0.5030327,0.58827746,0.49746236,0.500004,0.50228316,0.50296354,533,102,113,17,12,14,102,70,2,26,75
8015,25.075226,0.13867927,0.34052533,0.49896514,0.48162156,0.50090164,0.33478737,0.50267863,0.60566753,0.49782562,0.49999523,0.5023646,0.5023851,533,102,113,17,12,14,102,70,2,26,75
8016,26.386446,0.13773584,0.33864915,0.49083927,0.5312812,0.50082624,0.33283696,0.5025601,0.5881633,0.49776813,0.5000061,0.50245124,0.5028672,533,102,113,17,12,14,102,70,2,26,75
8017,24.913683,0.13867927,0.34052533,0.4987555,0.48376423,0.50079906,0.33462033,0.5022739,0.6047743,0.4979089,0.4999936,0.5025017,0.50229764,533,102,113,17,12,14,102,70,2,26,75
8018,26.339666,0.13773584,0.33864915,0.49109596,0.53058934,0.500725,0.33290735,0.502194,0.5884999,0.4979106,0.5000064,0.50256246,0.502753,533,102,113,17,12,14,102,70,2,26,75
8019,24.745195,0.13867927,0.3414634,0.49858165,0.48638994,0.5006978,0.3345804,0.50206786,0.60389847,0.49789095,0.4999932,0.5025945,0.50211096,533,102,113,17,12,14,102,70,2,26,75
8020,26.426071,0.13773584,0.33958727,0.49133077,0.53063196,0.50064147,0.33288005,0.50203574,0.5883949,0.4980078,0.500007,0.50263554,0.5025831,533,102,113,17,12,14,102,70,2,26,75
